train_cat,post_prob_mean,hdi_low,hdi_high
HighSpeed,0.8633856100971136,0.8443010382939675,0.8823954902161062
Regional,0.7804959163564069,0.7575453241669358,0.8039545373571136
S-Bahn,0.7176333852189778,0.686816656304703,0.7487277638614608
