train_cat,post_prob_mean,hdi_low,hdi_high
HighSpeed,0.8598375917543885,0.844459590890154,0.8759725160190368
Regional,0.7503156002749601,0.7290928678704481,0.7709835929198904
S-Bahn,0.8114307190133102,0.7816415960869151,0.8406390645832593
