train_cat,post_mean,post_sd,hdi_low,hdi_high
HighSpeed,0.4961163604476384,0.035782273293952664,0.42897721040373454,0.5678235602500336
Regional,-0.08014872659038515,0.03875454462968936,-0.15813363212388598,-0.00562471051483468
S-Bahn,-0.41596763385725327,0.034745818380871915,-0.48417835382344543,-0.34961156366497
