train_cat,post_mean,post_sd,hdi_low,hdi_high
HighSpeed,0.3558646607766485,0.04463582535684603,0.26706594159644037,0.43962572796555055
Regional,-0.35856555095224857,0.041640539167869486,-0.4361998683757305,-0.2739313242024639
S-Bahn,0.0027008901756000567,0.06181916198176474,-0.11281103649095098,0.12753498063156837
