train_cat,post_prob_mean,hdi_low,hdi_high
HighSpeed,0.9012323859888111,0.8808043330161676,0.9214864942124794
Regional,0.8275527056564479,0.7911812939116823,0.8640298647607457
S-Bahn,0.7918609148321156,0.7473975043725968,0.8359074422481096
