train_name,final_destination_station,delay_in_min,time,is_canceled,train_type,train_line_ride_id,train_line_station_num,arrival_planned_time,arrival_change_time,departure_planned_time,departure_change_time,id,source_month,train_cat,hour_dec,day_of_month,days_until_xmas,is_delayed,delay_pos_min,log_delay_pos,date,hour,minute,weekday,is_weekend,minutes_since_midnight,hour_sin,hour_cos,has_arrival_times,has_departure_times,event_type,arrival_delay_calc_min,departure_delay_calc_min,delay_matches_arrival_calc
RE 11,Dortmund Hbf,42,2025-12-01 00:01:00,False,RE,,11,2025-11-30 23:19:00,2025-12-01 00:01:00,,,-3430990394287279579-2511302103-11,2025-12,Regional,0.0166666666666666,1,23,True,42,3.7376696182833684,2025-12-01,0,1,0,False,1,0.004363309284746571,0.9999904807207345,True,False,arrival_only,42.0,,True
RE 3,Dortmund Hbf,5,2025-12-01 00:01:00,False,RE,3.406074662513234e+18,11,2025-11-30 23:56:00,2025-12-01 00:01:00,,,3406074662513233759-2511302245-11,2025-12,Regional,0.0166666666666666,1,23,True,5,1.6094379124341003,2025-12-01,0,1,0,False,1,0.004363309284746571,0.9999904807207345,True,False,arrival_only,5.0,,True
RE 6,Dortmund Hbf,12,2025-12-01 00:04:00,False,RE,,13,2025-11-30 23:52:00,2025-12-01 00:04:00,,,-903121789782397735-2511302148-13,2025-12,Regional,0.0666666666666666,1,23,True,12,2.4849066497880004,2025-12-01,0,4,0,False,4,0.01745240643728351,0.9998476951563913,True,False,arrival_only,12.0,,True
RB 59,Unna,3,2025-12-01 00:06:00,False,RB,5.256265021891303e+18,1,,,2025-12-01 00:03:00,2025-12-01 00:06:00,5256265021891303898-2512010003-1,2025-12,Regional,0.1,1,23,True,3,1.0986122886681098,2025-12-01,0,6,0,False,6,0.02617694830787315,0.9996573249755573,False,True,departure_only,,3.0,
ICE 209,Köln Hbf,33,2025-12-01 00:08:00,False,ICE,,9,2025-11-30 23:32:00,2025-12-01 00:09:00,2025-11-30 23:35:00,2025-12-01 00:08:00,-4463983841688751065-2511302029-9,2025-12,HighSpeed,0.1333333333333333,1,23,True,33,3.4965075614664802,2025-12-01,0,8,0,False,8,0.03489949670250097,0.9993908270190958,True,True,both,37.0,33.0,False
S 1,Dortmund Hbf,1,2025-12-01 00:08:00,False,S,1.2522814363105618e+18,39,2025-12-01 00:07:00,2025-12-01 00:08:00,,,1252281436310561718-2511302213-39,2025-12,S-Bahn,0.1333333333333333,1,23,True,1,0.0,2025-12-01,0,8,0,False,8,0.03489949670250097,0.9993908270190958,True,False,arrival_only,1.0,,True
S 2,Dortmund Hbf,1,2025-12-01 00:13:00,False,S,,11,2025-12-01 00:12:00,2025-12-01 00:13:00,,,-8551381297133856391-2511302332-11,2025-12,S-Bahn,0.2166666666666666,1,23,True,1,0.0,2025-12-01,0,13,0,False,13,0.05669278756337751,0.9983916705573488,True,False,arrival_only,1.0,,True
RE 4,Dortmund Hbf,25,2025-12-01 00:16:00,False,RE,8.940922265443011e+18,24,2025-11-30 23:51:00,2025-12-01 00:16:00,,,8940922265443010061-2511302121-24,2025-12,Regional,0.2666666666666666,1,23,True,25,3.2188758248682006,2025-12-01,0,16,0,False,16,0.0697564737441253,0.9975640502598242,True,False,arrival_only,25.0,,True
S 2,Essen Hbf,0,2025-12-01 00:17:00,False,S,,1,,,2025-12-01 00:17:00,2025-12-01 00:17:00,-3860351201071312770-2512010017-1,2025-12,S-Bahn,0.2833333333333333,1,23,False,0,,2025-12-01,0,17,0,False,17,0.07410849019539922,0.9972501850994857,False,True,departure_only,,0.0,
RE 1,Hamm(Westf)Hbf,6,2025-12-01 00:22:00,False,RE,,21,2025-12-01 00:14:00,2025-12-01 00:21:00,2025-12-01 00:16:00,2025-12-01 00:22:00,-3839873299490496603-2511302151-21,2025-12,Regional,0.3666666666666666,1,23,True,6,1.791759469228055,2025-12-01,0,22,0,False,22,0.09584575252022397,0.9953961983671789,True,True,both,7.0,6.0,True
S 5,Dortmund Hbf,0,2025-12-01 00:22:00,True,S,8.969054148806309e+18,8,2025-12-01 00:22:00,2025-12-01 00:22:00,,,8969054148806308510-2511302351-8,2025-12,S-Bahn,0.3666666666666666,1,23,False,0,,2025-12-01,0,22,0,False,22,0.09584575252022397,0.9953961983671789,True,False,arrival_only,0.0,,True
RB 52,Dortmund Hbf,2,2025-12-01 00:25:00,False,RB,4.9369207188689626e+17,15,2025-12-01 00:23:00,2025-12-01 00:25:00,,,493692071886896240-2511302303-15,2025-12,Regional,0.4166666666666667,1,23,True,2,0.6931471805599453,2025-12-01,0,25,0,False,25,0.10886687485196457,0.9940563382223196,True,False,arrival_only,2.0,,True
ICE 910,Dortmund Hbf,22,2025-12-01 00:25:00,False,ICE,6.195485783263058e+18,14,2025-12-01 00:03:00,2025-12-01 00:25:00,,,6195485783263057734-2511301827-14,2025-12,HighSpeed,0.4166666666666667,1,23,True,22,3.091042453358316,2025-12-01,0,25,0,False,25,0.10886687485196457,0.9940563382223196,True,False,arrival_only,22.0,,True
RE 6,Düsseldorf Hbf,19,2025-12-01 00:26:00,False,RE,,15,2025-12-01 00:05:00,2025-12-01 00:26:00,2025-12-01 00:07:00,2025-12-01 00:26:00,-6355155254704027794-2511302228-15,2025-12,Regional,0.4333333333333333,1,23,True,19,2.9444389791664403,2025-12-01,0,26,0,False,26,0.11320321376790672,0.9935718556765875,True,True,both,21.0,19.0,True
RB 50,Dortmund Hbf,0,2025-12-01 00:27:00,True,RB,,11,2025-12-01 00:27:00,2025-12-01 00:27:00,,,-3671920940063483050-2511302334-11,2025-12,Regional,0.45,1,23,False,0,,2025-12-01,0,27,0,False,27,0.11753739745783764,0.9930684569549263,True,False,arrival_only,0.0,,True
RB 32,Dortmund Hbf,1,2025-12-01 00:27:00,False,RB,,12,2025-12-01 00:26:00,2025-12-01 00:27:00,,,-6921437999078964254-2511302334-12,2025-12,Regional,0.45,1,23,True,1,0.0,2025-12-01,0,27,0,False,27,0.11753739745783764,0.9930684569549263,True,False,arrival_only,1.0,,True
RB 32,Duisburg Hbf,0,2025-12-01 00:33:00,False,RB,6.18247341596233e+18,1,,,2025-12-01 00:33:00,2025-12-01 00:33:00,6182473415962330479-2512010033-1,2025-12,Regional,0.55,1,23,False,0,,2025-12-01,0,33,0,False,33,0.14349262199117932,0.9896513868196702,False,True,departure_only,,0.0,
ICE 100,Berlin Ostbahnhof,1,2025-12-01 00:34:00,False,ICE,8.850452489523868e+18,11,2025-12-01 00:27:00,2025-12-01 00:32:00,2025-12-01 00:33:00,2025-12-01 00:34:00,8850452489523868017-2511302102-11,2025-12,HighSpeed,0.5666666666666667,1,23,True,1,0.0,2025-12-01,0,34,0,False,34,0.1478094111296106,0.9890158633619168,True,True,both,5.0,1.0,False
S 1,Dortmund Hbf,1,2025-12-01 00:38:00,False,S,2.2114046052023314e+18,39,2025-12-01 00:37:00,2025-12-01 00:38:00,,,2211404605202331459-2511302243-39,2025-12,S-Bahn,0.6333333333333333,1,23,True,1,0.0,2025-12-01,0,38,0,False,38,0.16504760586067763,0.9862856015372314,True,False,arrival_only,1.0,,True
S 2,Dortmund Hbf,1,2025-12-01 00:43:00,False,S,7.635761595244108e+18,14,2025-12-01 00:42:00,2025-12-01 00:43:00,,,7635761595244107488-2511302356-14,2025-12,S-Bahn,0.7166666666666667,1,23,True,1,0.0,2025-12-01,0,43,0,False,43,0.1865240360087346,0.9824503977255098,True,False,arrival_only,1.0,,True
RE 1,Köln/Bonn Flughafen,0,2025-12-01 00:45:00,False,RE,4.720559371039705e+18,1,,,2025-12-01 00:45:00,2025-12-01 00:45:00,4720559371039705295-2512010045-1,2025-12,Regional,0.75,1,23,False,0,,2025-12-01,0,45,0,False,45,0.19509032201612825,0.9807852804032304,False,True,departure_only,,0.0,
S 5,Hagen Hbf,20,2025-12-01 00:50:00,False,S,,1,,,2025-12-01 00:30:00,2025-12-01 00:50:00,-3266799172904776393-2512010030-1,2025-12,S-Bahn,0.8333333333333334,1,23,True,20,2.995732273553991,2025-12-01,0,50,0,False,50,0.21643961393810288,0.9762960071199334,False,True,departure_only,,20.0,
S 1,Düsseldorf Hbf,0,2025-12-01 00:53:00,False,S,,1,,,2025-12-01 00:53:00,2025-12-01 00:53:00,-7674996274242949336-2512010053-1,2025-12,S-Bahn,0.8833333333333333,1,23,False,0,,2025-12-01,0,53,0,False,53,0.22920039092241412,0.9733792584604485,False,True,departure_only,,0.0,
ICE 524,Dortmund Hbf,5,2025-12-01 00:53:00,False,ICE,,16,2025-12-01 00:48:00,2025-12-01 00:53:00,,,-6524998557445987060-2511301847-16,2025-12,HighSpeed,0.8833333333333333,1,23,True,5,1.6094379124341003,2025-12-01,0,53,0,False,53,0.22920039092241412,0.9733792584604485,True,False,arrival_only,5.0,,True
RE 3,Dortmund Hbf,4,2025-12-01 01:00:00,False,RE,,11,2025-12-01 00:56:00,2025-12-01 01:00:00,,,-946533491914829125-2511302345-11,2025-12,Regional,1.0,1,23,True,4,1.3862943611198906,2025-12-01,1,0,0,False,60,0.25881904510252074,0.9659258262890683,True,False,arrival_only,4.0,,True
RE 6,Dortmund Hbf,5,2025-12-01 01:00:00,False,RE,8.638280345807755e+18,13,2025-12-01 00:55:00,2025-12-01 01:00:00,,,8638280345807755066-2511302248-13,2025-12,Regional,1.0,1,23,True,5,1.6094379124341003,2025-12-01,1,0,0,False,60,0.25881904510252074,0.9659258262890683,True,False,arrival_only,5.0,,True
RB 59,Dortmund Hbf,8,2025-12-01 01:04:00,False,RB,,7,2025-12-01 00:56:00,2025-12-01 01:04:00,,,-6795951959407307831-2512010029-7,2025-12,Regional,1.0666666666666669,1,23,True,8,2.0794415416798357,2025-12-01,1,4,0,False,64,0.27563735581699916,0.9612616959383189,True,False,arrival_only,8.0,,True
RE 1,Dortmund Hbf,0,2025-12-01 01:14:00,False,RE,2.0827034212477806e+18,21,2025-12-01 01:14:00,2025-12-01 01:14:00,,,2082703421247780589-2511302251-21,2025-12,Regional,1.2333333333333334,1,23,False,0,,2025-12-01,1,14,0,False,74,0.31730465640509214,0.9483236552061993,True,False,arrival_only,0.0,,True
S 1,Dortmund Hbf,11,2025-12-01 01:18:00,False,S,,39,2025-12-01 01:07:00,2025-12-01 01:18:00,,,-3216573262769582194-2511302313-39,2025-12,S-Bahn,1.3,1,23,True,11,2.3978952727983707,2025-12-01,1,18,0,False,78,0.3338068592337709,0.9426414910921784,True,False,arrival_only,11.0,,True
S 2,Essen Hbf,2,2025-12-01 01:19:00,False,S,1.0314662482484895e+18,1,,,2025-12-01 01:17:00,2025-12-01 01:19:00,1031466248248489431-2512010117-1,2025-12,S-Bahn,1.3166666666666669,1,23,True,2,0.6931471805599453,2025-12-01,1,19,0,False,79,0.337916718003327,0.9411760152563706,False,True,departure_only,,2.0,
S 5,Dortmund Hbf,5,2025-12-01 01:27:00,False,S,9.312479764483034e+17,8,2025-12-01 01:22:00,2025-12-01 01:27:00,,,931247976448303380-2512010051-8,2025-12,S-Bahn,1.45,1,23,True,5,1.6094379124341003,2025-12-01,1,27,0,False,87,0.3705574375098362,0.9288095528719242,True,False,arrival_only,5.0,,True
RB 32,Dortmund Hbf,5,2025-12-01 01:31:00,False,RB,6.802234022671808e+17,12,2025-12-01 01:26:00,2025-12-01 01:31:00,,,680223402267180819-2512010034-12,2025-12,Regional,1.5166666666666666,1,23,True,5,1.6094379124341003,2025-12-01,1,31,0,False,91,0.38671096163682056,0.9222009716704518,True,False,arrival_only,5.0,,True
S 2,Dortmund Hbf,1,2025-12-01 01:43:00,False,S,1.5681625291979428e+18,14,2025-12-01 01:42:00,2025-12-01 01:43:00,,,1568162529197942714-2512010056-14,2025-12,S-Bahn,1.7166666666666668,1,23,True,1,0.0,2025-12-01,1,43,0,False,103,0.4344452574044171,0.9006982393225879,True,False,arrival_only,1.0,,True
ICE 921,Frankfurt(Main)Hbf,5,2025-12-01 01:50:00,False,ICE,2.774174590951634e+18,9,2025-12-01 01:43:00,2025-12-01 01:49:00,2025-12-01 01:45:00,2025-12-01 01:50:00,2774174590951633862-2511302229-9,2025-12,HighSpeed,1.8333333333333333,1,23,True,5,1.6094379124341003,2025-12-01,1,50,0,False,110,0.46174861323503397,0.8870108331782217,True,True,both,6.0,5.0,True
RE 6,Dortmund Hbf,0,2025-12-01 01:53:00,False,RE,,13,2025-12-01 01:53:00,2025-12-01 01:53:00,,,-7443471099574834701-2511302348-13,2025-12,Regional,1.8833333333333333,1,23,False,0,,2025-12-01,1,53,0,False,113,0.47331966718484336,0.8808907382053855,True,False,arrival_only,0.0,,True
S 1,Essen Hbf,1,2025-12-01 01:54:00,False,S,2.851551822660401e+18,1,,,2025-12-01 01:53:00,2025-12-01 01:54:00,2851551822660401321-2512010153-1,2025-12,S-Bahn,1.9,1,23,True,1,0.0,2025-12-01,1,54,0,False,114,0.4771587602596084,0.8788171126619654,False,True,departure_only,,1.0,
RB 6,Düsseldorf Hbf,50,2025-12-01 01:57:00,False,RB,,1,,,2025-12-01 01:07:00,2025-12-01 01:57:00,-9150713813712694927-2512010107-1,2025-12,Regional,1.95,1,23,True,50,3.912023005428146,2025-12-01,1,57,0,False,117,0.4886212414969549,0.8724960070727972,False,True,departure_only,,50.0,
S 1,Dortmund Hbf,1,2025-12-01 02:08:00,False,S,7.801539665970675e+18,39,2025-12-01 02:07:00,2025-12-01 02:08:00,,,7801539665970674264-2512010013-39,2025-12,S-Bahn,2.1333333333333333,1,23,True,1,0.0,2025-12-01,2,8,0,False,128,0.5299192642332049,0.848048096156426,True,False,arrival_only,1.0,,True
RE 1,Hamm(Westf)Hbf,1,2025-12-01 02:17:00,False,RE,1.376860523919487e+18,21,2025-12-01 02:14:00,2025-12-01 02:17:00,2025-12-01 02:16:00,2025-12-01 02:17:00,1376860523919486992-2511302351-21,2025-12,Regional,2.283333333333333,1,23,True,1,0.0,2025-12-01,2,17,0,False,137,0.5628049276950685,0.8265897491271886,True,True,both,3.0,1.0,True
S 2,Essen Hbf,5,2025-12-01 02:22:00,False,S,4.584806807655155e+18,1,,,2025-12-01 02:17:00,2025-12-01 02:22:00,4584806807655155350-2512010217-1,2025-12,S-Bahn,2.3666666666666667,1,23,True,5,1.6094379124341003,2025-12-01,2,22,0,False,142,0.5807029557109398,0.8141155183563192,False,True,departure_only,,5.0,
ICE 840,Köln Hbf,66,2025-12-01 02:27:00,False,ICE,2.1218770445312835e+18,12,2025-12-01 01:18:00,2025-12-01 02:25:00,2025-12-01 01:21:00,2025-12-01 02:27:00,2121877044531283563-2511302113-12,2025-12,HighSpeed,2.45,1,23,True,66,4.189654742026425,2025-12-01,2,27,0,False,147,0.5983246005706591,0.8012538126910607,True,True,both,67.0,66.0,True
S 2,Dortmund Hbf,1,2025-12-01 02:43:00,False,S,,14,2025-12-01 02:42:00,2025-12-01 02:43:00,,,-2238166171655545371-2512010156-14,2025-12,S-Bahn,2.716666666666667,1,23,True,1,0.0,2025-12-01,2,43,0,False,163,0.6527597524627224,0.7575649843840496,True,False,arrival_only,1.0,,True
RE 1,Köln Hbf,1,2025-12-01 02:46:00,False,RE,,1,,,2025-12-01 02:45:00,2025-12-01 02:46:00,-2850536344288765402-2512010245-1,2025-12,Regional,2.7666666666666666,1,23,True,1,0.0,2025-12-01,2,46,0,False,166,0.6626200482157374,0.7489557207890022,False,True,departure_only,,1.0,
RE 3,Düsseldorf Hbf,0,2025-12-01 03:03:00,False,RE,1.0256117222631762e+18,1,,,2025-12-01 03:03:00,2025-12-01 03:03:00,1025611722263176185-2512010303-1,2025-12,Regional,3.05,1,23,False,0,,2025-12-01,3,3,0,False,183,0.7163019434246543,0.6977904598416802,False,True,departure_only,,0.0,
S 1,Dortmund Hbf,2,2025-12-01 03:09:00,False,S,8.784421459811567e+18,39,2025-12-01 03:07:00,2025-12-01 03:09:00,,,8784421459811566614-2512010113-39,2025-12,S-Bahn,3.15,1,23,True,2,0.6931471805599453,2025-12-01,3,9,0,False,189,0.7343225094356854,0.6788007455329419,True,False,arrival_only,2.0,,True
RE 1,Dortmund Hbf,0,2025-12-01 03:13:00,False,RE,,8,2025-12-01 03:14:00,2025-12-01 03:13:00,,,-4068911222865023920-2512010222-8,2025-12,Regional,3.216666666666667,1,23,False,0,,2025-12-01,3,13,0,False,193,0.7460573750616994,0.6658816660008343,True,False,arrival_only,-1.0,,True
S 2,Essen Hbf,0,2025-12-01 03:17:00,False,S,,1,,,2025-12-01 03:17:00,2025-12-01 03:17:00,-7506078612137227600-2512010317-1,2025-12,S-Bahn,3.283333333333333,1,23,False,0,,2025-12-01,3,17,0,False,197,0.7575649843840495,0.6527597524627226,False,True,departure_only,,0.0,
S 2,Dortmund Hbf,2,2025-12-01 03:44:00,False,S,,14,2025-12-01 03:42:00,2025-12-01 03:44:00,,,-4976189766415114310-2512010256-14,2025-12,S-Bahn,3.733333333333333,1,23,True,2,0.6931471805599453,2025-12-01,3,44,0,False,224,0.8290375725550417,0.5591929034707468,True,False,arrival_only,2.0,,True
RE 1,Aachen Hbf,1,2025-12-01 03:46:00,False,RE,,7,2025-12-01 03:43:00,2025-12-01 03:45:00,2025-12-01 03:45:00,2025-12-01 03:46:00,-5761135966346571235-2512010317-7,2025-12,Regional,3.7666666666666666,1,23,True,1,0.0,2025-12-01,3,46,0,False,226,0.8338858220671681,0.5519369853120583,True,True,both,2.0,1.0,True
S 1,Solingen Hbf,1,2025-12-01 03:54:00,False,S,8.665711080315123e+18,1,,,2025-12-01 03:53:00,2025-12-01 03:54:00,8665711080315122274-2512010353-1,2025-12,S-Bahn,3.9,1,23,True,1,0.0,2025-12-01,3,54,0,False,234,0.8526401643540922,0.5224985647159489,False,True,departure_only,,1.0,
ICE 523,München Hbf,0,2025-12-01 04:05:00,False,ICE,,1,,,2025-12-01 04:05:00,2025-12-01 04:05:00,-881594861635697900-2512010405-1,2025-12,HighSpeed,4.083333333333333,1,23,False,0,,2025-12-01,4,5,0,False,245,0.8767267557075077,0.48098876891938774,False,True,departure_only,,0.0,
S 2,Essen Hbf,0,2025-12-01 04:17:00,False,S,8.691072478849514e+18,1,,,2025-12-01 04:17:00,2025-12-01 04:17:00,8691072478849514590-2512010417-1,2025-12,S-Bahn,4.283333333333333,1,23,False,0,,2025-12-01,4,17,0,False,257,0.9006982393225879,0.43444525740441714,False,True,departure_only,,0.0,
S 1,Solingen Hbf,0,2025-12-01 04:23:00,False,S,4.884838550465876e+18,1,,,2025-12-01 04:23:00,2025-12-01 04:23:00,4884838550465875859-2512010423-1,2025-12,S-Bahn,4.383333333333334,1,23,False,0,,2025-12-01,4,23,0,False,263,0.9117620435770886,0.4107188526134772,False,True,departure_only,,0.0,
S 5,Hagen Hbf,0,2025-12-01 04:30:00,False,S,5.445827883713221e+17,1,,,2025-12-01 04:30:00,2025-12-01 04:30:00,544582788371322102-2512010430-1,2025-12,S-Bahn,4.5,1,23,False,0,,2025-12-01,4,30,0,False,270,0.9238795325112867,0.38268343236508984,False,True,departure_only,,0.0,
RE 11,Kassel-Wilhelmshöhe,1,2025-12-01 04:34:00,False,RE,,1,,,2025-12-01 04:33:00,2025-12-01 04:34:00,-3544810355449558240-2512010433-1,2025-12,Regional,4.566666666666666,1,23,True,1,0.0,2025-12-01,4,34,0,False,274,0.9304175679820246,0.3665012267242973,False,True,departure_only,,1.0,
RB 50,Münster(Westf)Hbf,0,2025-12-01 04:35:00,True,RB,,1,,,2025-12-01 04:35:00,2025-12-01 04:35:00,-2238890522505524690-2512010435-1,2025-12,Regional,4.583333333333333,1,23,False,0,,2025-12-01,4,35,0,False,275,0.9320078692827984,0.3624380382837017,False,True,departure_only,,0.0,
RB 32,Duisburg Hbf,3,2025-12-01 04:36:00,False,RB,2.961896601691902e+18,1,,,2025-12-01 04:33:00,2025-12-01 04:36:00,2961896601691901875-2512010433-1,2025-12,Regional,4.6,1,23,True,3,1.0986122886681098,2025-12-01,4,36,0,False,276,0.9335804264972017,0.3583679495453004,False,True,departure_only,,3.0,
RB 52,Lüdenscheid,0,2025-12-01 04:37:00,False,RB,1.7896007141414198e+18,1,,,2025-12-01 04:37:00,2025-12-01 04:37:00,1789600714141419659-2512010437-1,2025-12,Regional,4.616666666666667,1,23,False,0,,2025-12-01,4,37,0,False,277,0.9351352096860117,0.3542910379977158,False,True,departure_only,,0.0,
S 2,Dortmund Hbf,0,2025-12-01 04:42:00,False,S,,14,2025-12-01 04:42:00,2025-12-01 04:42:00,,,-7392083881617593822-2512010356-14,2025-12,S-Bahn,4.7,1,23,False,0,,2025-12-01,4,42,0,False,282,0.9426414910921784,0.3338068592337709,True,False,arrival_only,0.0,,True
RE 1,Aachen Hbf,0,2025-12-01 04:45:00,False,RE,,7,2025-12-01 04:43:00,2025-12-01 04:43:00,2025-12-01 04:45:00,2025-12-01 04:45:00,-7747967594214147850-2512010417-7,2025-12,Regional,4.75,1,23,False,0,,2025-12-01,4,45,0,False,285,0.9469301294951056,0.3214394653031617,True,True,both,0.0,0.0,True
S 1,Solingen Hbf,0,2025-12-01 04:53:00,False,S,,1,,,2025-12-01 04:53:00,2025-12-01 04:53:00,-7382584126429510295-2512010453-1,2025-12,S-Bahn,4.883333333333333,1,23,False,0,,2025-12-01,4,53,0,False,293,0.9575713608048143,0.2881962681340896,False,True,departure_only,,0.0,
RE 6,Minden(Westf),0,2025-12-01 04:55:00,False,RE,,1,,,2025-12-01 04:55:00,2025-12-01 04:55:00,-3849396462667865433-2512010455-1,2025-12,Regional,4.916666666666667,1,23,False,0,,2025-12-01,4,55,0,False,295,0.9600498543859287,0.27982901403099203,False,True,departure_only,,0.0,
ICE 920,Hamburg-Altona,86,2025-12-01 04:58:00,False,ICE,8.503777394879306e+18,9,2025-12-01 03:27:00,2025-12-01 04:53:00,2025-12-01 03:32:00,2025-12-01 04:58:00,8503777394879306018-2511302325-9,2025-12,HighSpeed,4.966666666666667,1,23,True,86,4.454347296253507,2025-12-01,4,58,0,False,298,0.9636304532086231,0.26723837607825673,True,True,both,86.0,86.0,True
RE 3,Düsseldorf Hbf,0,2025-12-01 05:03:00,False,RE,,1,,,2025-12-01 05:03:00,2025-12-01 05:03:00,-7575181202400861813-2512010503-1,2025-12,Regional,5.05,1,23,False,0,,2025-12-01,5,3,0,False,303,0.9692309097067544,0.24615329302899316,False,True,departure_only,,0.0,
RB 59,Soest,0,2025-12-01 05:03:00,False,RB,,1,,,2025-12-01 05:03:00,2025-12-01 05:03:00,-8245673657843430498-2512010503-1,2025-12,Regional,5.05,1,23,False,0,,2025-12-01,5,3,0,False,303,0.9692309097067544,0.24615329302899316,False,True,departure_only,,0.0,
RB 51,Dortmund Hbf,0,2025-12-01 05:06:00,True,RB,,5,2025-12-01 05:06:00,2025-12-01 05:06:00,,,-6595775075962026197-2512010450-5,2025-12,Regional,5.1,1,23,False,0,,2025-12-01,5,6,0,False,306,0.9723699203976766,0.23344536385590567,True,False,arrival_only,0.0,,True
RE 6,Köln/Bonn Flughafen,0,2025-12-01 05:07:00,False,RE,,1,,,2025-12-01 05:07:00,2025-12-01 05:07:00,-5242725474137352495-2512010507-1,2025-12,Regional,5.116666666666666,1,23,False,0,,2025-12-01,5,7,0,False,307,0.9733792584604485,0.22920039092241426,False,True,departure_only,,0.0,
S 1,Dortmund Hbf,1,2025-12-01 05:08:00,False,S,,39,2025-12-01 05:07:00,2025-12-01 05:08:00,,,-1894892056723534569-2512010313-39,2025-12,S-Bahn,5.133333333333334,1,23,True,1,0.0,2025-12-01,5,8,0,False,308,0.9743700647852352,0.22495105434386492,True,False,arrival_only,1.0,,True
RB 51,Lünen Hbf,0,2025-12-01 05:12:00,True,RB,,1,,,2025-12-01 05:12:00,2025-12-01 05:12:00,-4587383391477366313-2512010512-1,2025-12,Regional,5.2,1,23,False,0,,2025-12-01,5,12,0,False,312,0.9781476007338056,0.20791169081775945,False,True,departure_only,,0.0,
S 2,Essen Hbf,0,2025-12-01 05:15:00,False,S,6.581732591748206e+17,1,,,2025-12-01 05:15:00,2025-12-01 05:15:00,658173259174820648-2512010515-1,2025-12,S-Bahn,5.25,1,23,False,0,,2025-12-01,5,15,0,False,315,0.9807852804032304,0.19509032201612833,False,True,departure_only,,0.0,
RE 1,Hamm(Westf)Hbf,0,2025-12-01 05:16:00,False,RE,1.842479834944958e+18,15,2025-12-01 05:14:00,2025-12-01 05:13:00,2025-12-01 05:16:00,2025-12-01 05:16:00,1842479834944958040-2512010320-15,2025-12,Regional,5.266666666666667,1,23,False,0,,2025-12-01,5,16,0,False,316,0.981627183447664,0.1908089953765447,True,True,both,-1.0,0.0,True
EST,Paris Nord,1,2025-12-01 05:19:00,False,EST,,1,,,2025-12-01 05:18:00,2025-12-01 05:19:00,-332665530334451618-2512010518-1,2025-12,S-Bahn,5.316666666666666,1,23,True,1,0.0,2025-12-01,5,19,0,False,319,0.9840406976462908,0.177943545473842,False,True,departure_only,,1.0,
RB 43,Dortmund Hbf,0,2025-12-01 05:21:00,False,RB,,11,2025-12-01 05:21:00,2025-12-01 05:21:00,,,-2786460756361957971-2512010441-11,2025-12,Regional,5.35,1,23,False,0,,2025-12-01,5,21,0,False,321,0.9855560590580777,0.16934950384902475,True,False,arrival_only,0.0,,True
RE 11,Düsseldorf Hbf,8,2025-12-01 05:22:00,False,RE,,1,,,2025-12-01 05:14:00,2025-12-01 05:22:00,-8100053521217684371-2512010514-1,2025-12,Regional,5.366666666666666,1,23,True,8,2.0794415416798357,2025-12-01,5,22,0,False,322,0.9862856015372313,0.16504760586067782,False,True,departure_only,,8.0,
S 1,Solingen Hbf,0,2025-12-01 05:23:00,False,S,4.815450399545728e+18,1,,,2025-12-01 05:23:00,2025-12-01 05:23:00,4815450399545728219-2512010523-1,2025-12,S-Bahn,5.383333333333334,1,23,False,0,,2025-12-01,5,23,0,False,323,0.9869963665602319,0.1607425656038261,False,True,departure_only,,0.0,
RB 52,Dortmund Hbf,1,2025-12-01 05:24:00,False,RB,4.7795811141330714e+17,8,2025-12-01 05:23:00,2025-12-01 05:24:00,,,477958111413307119-2512010452-8,2025-12,Regional,5.4,1,23,True,1,0.0,2025-12-01,5,24,0,False,324,0.9876883405951378,0.15643446504023092,True,False,arrival_only,1.0,,True
ICE 1028,Hamburg-Altona,0,2025-12-01 05:25:00,False,ICE,,9,2025-12-01 05:21:00,2025-12-01 05:21:00,2025-12-01 05:25:00,2025-12-01 05:25:00,-1822966271854478829-2512010358-9,2025-12,HighSpeed,5.416666666666667,1,23,False,0,,2025-12-01,5,25,0,False,325,0.9883615104677607,0.1521233861899168,True,True,both,0.0,0.0,True
RB 32,Dortmund Hbf,0,2025-12-01 05:26:00,False,RB,7.788362055895268e+18,12,2025-12-01 05:26:00,2025-12-01 05:26:00,,,7788362055895268656-2512010434-12,2025-12,Regional,5.433333333333334,1,23,False,0,,2025-12-01,5,26,0,False,326,0.9890158633619168,0.14780941112961055,True,False,arrival_only,0.0,,True
ICE 525,München Hbf,4,2025-12-01 05:27:00,False,ICE,,1,,,2025-12-01 05:23:00,2025-12-01 05:27:00,-7586352224211082006-2512010523-1,2025-12,HighSpeed,5.45,1,23,True,4,1.3862943611198906,2025-12-01,5,27,0,False,327,0.9896513868196702,0.1434926219911793,False,True,departure_only,,4.0,
RB 50,Dortmund Hbf,2,2025-12-01 05:29:00,False,RB,,11,2025-12-01 05:27:00,2025-12-01 05:29:00,,,-6420840554275302411-2512010440-11,2025-12,Regional,5.483333333333333,1,23,True,2,0.6931471805599453,2025-12-01,5,29,0,False,329,0.9908658973868822,0.13485093027372286,True,False,arrival_only,2.0,,True
