train_cat,post_mean,post_sd,hdi_low,hdi_high
HighSpeed,-0.29181889661118204,0.06148773416683056,-0.40728024295477827,-0.1661544820174316
Regional,0.1016367772434744,0.03725194114412219,0.02780167441212389,0.1738624787365881
S-Bahn,0.19018211936770762,0.04018169656770871,0.10986512551895161,0.2673062455034591
