train_cat,post_mean,post_sd,hdi_low,hdi_high
HighSpeed,0.5057116772786162,0.05916937902378214,0.39070276381693636,0.6214985198044705
Regional,-0.1367710181127015,0.03661440478100584,-0.20809875367426595,-0.06660749624740159
S-Bahn,-0.3689406591659147,0.044229309275787866,-0.4531114030869545,-0.28181670978573703
