train_cat,post_mean,post_sd,hdi_low,hdi_high
HighSpeed,0.29987029768429374,0.04089603282214103,0.22429247976846178,0.3812189285270167
Regional,-0.11299389237605838,0.044129505928827646,-0.1973990527257028,-0.022634465852269525
S-Bahn,-0.18687640530823535,0.04336350697784601,-0.2722918610487172,-0.10159196283954014
