train_cat,post_prob_mean,hdi_low,hdi_high
HighSpeed,0.8975001015949033,0.8808030256655064,0.9151108609515239
Regional,0.8529803987711388,0.8326795619062842,0.873116913680153
S-Bahn,0.8433784632758873,0.8186125287425625,0.8675600308402437
