obs_id,pareto_shape
0,-0.064319412865224
1,0.026961581114099388
2,-0.0332089298401335
3,-0.027897432428268063
4,-0.09268387735277965
5,-0.08863717305034936
6,-0.09497590478899333
7,-0.10009002839465661
8,0.06151915912081692
9,-0.0649539920776698
10,-0.13681311028063475
11,0.04125633868992704
12,-0.046587751200278485
13,-0.08347728656746649
14,-0.07909078060982586
15,-0.058813583043656345
16,0.10541161834845811
17,0.04720982650347068
18,-0.0594734795861379
19,-0.08757807769181306
20,-0.041170808975696
21,0.03791486487070509
22,-0.09172160226877754
23,-0.15595039350577425
24,-0.09013752742267317
25,-0.08375619439468172
26,-0.02520992609564758
27,-0.09819651878386736
28,-0.08634186918139318
29,-0.08758879635616865
30,-0.010206263639952832
31,-0.12816245058728484
32,-0.09794495497858281
33,-0.003786205794774569
34,0.012419729378205666
35,-0.06466935263945088
36,-0.0983710096503219
37,-0.023009725909765764
38,-0.09273926268016841
39,0.014970002782309281
40,-0.07129837912644398
41,-0.05410930501818302
42,0.009818885219724018
43,0.06648006686532791
44,0.08500607972823734
45,-0.08386664270066847
46,-0.05872555109546522
47,-0.06596580209031835
48,-0.06596580209031835
49,-0.03808823761824895
50,-0.008723661303084614
51,-0.03925889291002469
52,0.01036694044813446
53,-0.06628156538548927
54,-0.061785093267180735
55,-0.05424981039894409
56,-0.13659848318256904
57,-0.03386939878322221
58,-0.03386939878322221
59,-0.00327999060167801
60,0.0789502958480042
61,0.0789502958480042
62,-0.09635657835543762
63,-0.05922742765539445
64,-0.0586335421374744
65,-0.09795750533116515
66,0.0852845911897783
67,-0.09490243438870923
68,0.11843893413978611
69,-0.03039208413185658
70,-0.037998912809447644
71,-0.07958801451592785
72,0.011250176049393587
73,-0.044392141840777916
74,-0.05255628485841681
75,-0.08237118526553454
76,-0.08797762042639003
77,-0.005731499532351793
78,-0.011638991936507097
79,-0.1038504271725175
80,-0.09354351181523521
81,-0.017311279822926063
82,-0.03716800477071878
83,0.007248387636227717
84,-0.09090608787549934
85,-0.03365724406040982
86,-0.012767346806993754
87,0.03268523892666656
88,0.018158100166421623
89,0.0015845291083242505
90,-0.035057425226033785
91,-0.02827704822311751
92,-0.02965966382056752
93,-0.007748894898298696
94,-0.11907033520942505
95,-0.06694208872264097
96,-0.053116884818507855
97,-0.059752137394096495
98,-0.05402700608652001
99,-0.027909573862852262
100,-0.07430121530266856
101,0.0053331593056297885
102,-0.041038798987141335
103,-0.041038798987141335
104,-0.05875784937328689
105,-0.03485809342690906
106,0.004227104242068134
107,-0.007638425891561814
108,-0.023996995604511327
109,-0.0742943932874948
110,-0.02317562700055508
111,-0.15249806526050752
112,-0.05812437019443465
113,-0.05812437019443465
114,-0.04705919215417265
115,-0.08318972219570235
116,-0.01314965704364836
117,-0.08256820025953285
118,-0.08256820025953285
119,-0.02067181549072968
120,0.007109542730115678
121,-0.1366372023937976
122,-0.04657676987516932
123,0.002946411672242473
124,-0.046093726566325044
125,-0.02043908587547306
126,-0.0672816048002409
127,-0.024995461349748234
